,Burst_Error_Rate,Distance,Physical_Error_Rate,Number_of_Rounds,Logical_Error_Rate
0,0.08,3,0.015,32,0.1208
1,0.08,3,0.015,64,0.2033
2,0.08,3,0.015,96,0.2787
3,0.08,3,0.015,128,0.3231
4,0.08,3,0.015,160,0.3699
5,0.08,3,0.015,32,0.1627
6,0.08,3,0.015,64,0.2394
7,0.08,3,0.015,96,0.2975
8,0.08,3,0.015,128,0.3443
9,0.08,3,0.015,160,0.392
10,0.08,5,0.015,32,0.0363
11,0.08,5,0.015,64,0.0672
12,0.08,5,0.015,96,0.0938
13,0.08,5,0.015,128,0.1201
14,0.08,5,0.015,160,0.1489
15,0.08,5,0.015,32,0.0783
16,0.08,5,0.015,64,0.1073
17,0.08,5,0.015,96,0.1325
18,0.08,5,0.015,128,0.1506
19,0.08,5,0.015,160,0.1837
20,0.08,7,0.015,32,0.0091
21,0.08,7,0.015,64,0.0181
22,0.08,7,0.015,96,0.0252
23,0.08,7,0.015,128,0.035
24,0.08,7,0.015,160,0.0433
25,0.08,7,0.015,32,0.042
26,0.08,7,0.015,64,0.0552
27,0.08,7,0.015,96,0.0555
28,0.08,7,0.015,128,0.0646
29,0.08,7,0.015,160,0.0734
30,0.08727272727272728,3,0.015,32,0.1154
31,0.08727272727272728,3,0.015,64,0.2019
32,0.08727272727272728,3,0.015,96,0.2798
33,0.08727272727272728,3,0.015,128,0.33
34,0.08727272727272728,3,0.015,160,0.3702
35,0.08727272727272728,3,0.015,32,0.1561
36,0.08727272727272728,3,0.015,64,0.2434
37,0.08727272727272728,3,0.015,96,0.2953
38,0.08727272727272728,3,0.015,128,0.3439
39,0.08727272727272728,3,0.015,160,0.3891
40,0.08727272727272728,5,0.015,32,0.0297
41,0.08727272727272728,5,0.015,64,0.0667
42,0.08727272727272728,5,0.015,96,0.0932
43,0.08727272727272728,5,0.015,128,0.1232
44,0.08727272727272728,5,0.015,160,0.1504
45,0.08727272727272728,5,0.015,32,0.0859
46,0.08727272727272728,5,0.015,64,0.1112
47,0.08727272727272728,5,0.015,96,0.135
48,0.08727272727272728,5,0.015,128,0.166
49,0.08727272727272728,5,0.015,160,0.1879
50,0.08727272727272728,7,0.015,32,0.0077
51,0.08727272727272728,7,0.015,64,0.0151
52,0.08727272727272728,7,0.015,96,0.0253
53,0.08727272727272728,7,0.015,128,0.0299
54,0.08727272727272728,7,0.015,160,0.0401
55,0.08727272727272728,7,0.015,32,0.0496
56,0.08727272727272728,7,0.015,64,0.0597
57,0.08727272727272728,7,0.015,96,0.0683
58,0.08727272727272728,7,0.015,128,0.0711
59,0.08727272727272728,7,0.015,160,0.0836
60,0.09454545454545454,3,0.015,32,0.1208
61,0.09454545454545454,3,0.015,64,0.2124
62,0.09454545454545454,3,0.015,96,0.2688
63,0.09454545454545454,3,0.015,128,0.3323
64,0.09454545454545454,3,0.015,160,0.359
65,0.09454545454545454,3,0.015,32,0.1732
66,0.09454545454545454,3,0.015,64,0.2431
67,0.09454545454545454,3,0.015,96,0.3092
68,0.09454545454545454,3,0.015,128,0.3511
69,0.09454545454545454,3,0.015,160,0.3906
70,0.09454545454545454,5,0.015,32,0.0357
71,0.09454545454545454,5,0.015,64,0.0717
72,0.09454545454545454,5,0.015,96,0.0918
73,0.09454545454545454,5,0.015,128,0.119
74,0.09454545454545454,5,0.015,160,0.1501
75,0.09454545454545454,5,0.015,32,0.092
76,0.09454545454545454,5,0.015,64,0.1207
77,0.09454545454545454,5,0.015,96,0.1468
78,0.09454545454545454,5,0.015,128,0.1682
79,0.09454545454545454,5,0.015,160,0.197
80,0.09454545454545454,7,0.015,32,0.0092
81,0.09454545454545454,7,0.015,64,0.0182
82,0.09454545454545454,7,0.015,96,0.0273
83,0.09454545454545454,7,0.015,128,0.0349
84,0.09454545454545454,7,0.015,160,0.0431
85,0.09454545454545454,7,0.015,32,0.0578
86,0.09454545454545454,7,0.015,64,0.0674
87,0.09454545454545454,7,0.015,96,0.0762
88,0.09454545454545454,7,0.015,128,0.081
89,0.09454545454545454,7,0.015,160,0.0921
90,0.10181818181818182,3,0.015,32,0.1175
91,0.10181818181818182,3,0.015,64,0.2039
92,0.10181818181818182,3,0.015,96,0.2763
93,0.10181818181818182,3,0.015,128,0.3305
94,0.10181818181818182,3,0.015,160,0.3722
95,0.10181818181818182,3,0.015,32,0.1781
96,0.10181818181818182,3,0.015,64,0.2512
97,0.10181818181818182,3,0.015,96,0.3117
98,0.10181818181818182,3,0.015,128,0.3495
99,0.10181818181818182,3,0.015,160,0.3833
100,0.10181818181818182,5,0.015,32,0.0352
101,0.10181818181818182,5,0.015,64,0.0667
102,0.10181818181818182,5,0.015,96,0.0949
103,0.10181818181818182,5,0.015,128,0.1194
104,0.10181818181818182,5,0.015,160,0.1458
105,0.10181818181818182,5,0.015,32,0.1008
106,0.10181818181818182,5,0.015,64,0.1286
107,0.10181818181818182,5,0.015,96,0.1549
108,0.10181818181818182,5,0.015,128,0.1787
109,0.10181818181818182,5,0.015,160,0.1936
110,0.10181818181818182,7,0.015,32,0.0085
111,0.10181818181818182,7,0.015,64,0.0188
112,0.10181818181818182,7,0.015,96,0.0267
113,0.10181818181818182,7,0.015,128,0.0352
114,0.10181818181818182,7,0.015,160,0.0449
115,0.10181818181818182,7,0.015,32,0.0709
116,0.10181818181818182,7,0.015,64,0.0769
117,0.10181818181818182,7,0.015,96,0.0835
118,0.10181818181818182,7,0.015,128,0.0964
119,0.10181818181818182,7,0.015,160,0.0946
120,0.1090909090909091,3,0.015,32,0.1184
121,0.1090909090909091,3,0.015,64,0.2033
122,0.1090909090909091,3,0.015,96,0.2791
123,0.1090909090909091,3,0.015,128,0.3261
124,0.1090909090909091,3,0.015,160,0.369
125,0.1090909090909091,3,0.015,32,0.1769
126,0.1090909090909091,3,0.015,64,0.251
127,0.1090909090909091,3,0.015,96,0.3125
128,0.1090909090909091,3,0.015,128,0.3664
129,0.1090909090909091,3,0.015,160,0.3952
130,0.1090909090909091,5,0.015,32,0.0359
131,0.1090909090909091,5,0.015,64,0.0662
132,0.1090909090909091,5,0.015,96,0.0989
133,0.1090909090909091,5,0.015,128,0.1206
134,0.1090909090909091,5,0.015,160,0.1433
135,0.1090909090909091,5,0.015,32,0.1192
136,0.1090909090909091,5,0.015,64,0.1335
137,0.1090909090909091,5,0.015,96,0.1627
138,0.1090909090909091,5,0.015,128,0.193
139,0.1090909090909091,5,0.015,160,0.2137
140,0.1090909090909091,7,0.015,32,0.0083
141,0.1090909090909091,7,0.015,64,0.0139
142,0.1090909090909091,7,0.015,96,0.0287
143,0.1090909090909091,7,0.015,128,0.0301
144,0.1090909090909091,7,0.015,160,0.0416
145,0.1090909090909091,7,0.015,32,0.0791
146,0.1090909090909091,7,0.015,64,0.095
147,0.1090909090909091,7,0.015,96,0.1002
148,0.1090909090909091,7,0.015,128,0.1092
149,0.1090909090909091,7,0.015,160,0.1102
150,0.11636363636363636,3,0.015,32,0.1149
151,0.11636363636363636,3,0.015,64,0.206
152,0.11636363636363636,3,0.015,96,0.2672
153,0.11636363636363636,3,0.015,128,0.3289
154,0.11636363636363636,3,0.015,160,0.3728
155,0.11636363636363636,3,0.015,32,0.1864
156,0.11636363636363636,3,0.015,64,0.2582
157,0.11636363636363636,3,0.015,96,0.3156
158,0.11636363636363636,3,0.015,128,0.3605
159,0.11636363636363636,3,0.015,160,0.3921
160,0.11636363636363636,5,0.015,32,0.0312
161,0.11636363636363636,5,0.015,64,0.067
162,0.11636363636363636,5,0.015,96,0.0915
163,0.11636363636363636,5,0.015,128,0.1239
164,0.11636363636363636,5,0.015,160,0.1525
165,0.11636363636363636,5,0.015,32,0.1256
166,0.11636363636363636,5,0.015,64,0.1455
167,0.11636363636363636,5,0.015,96,0.175
168,0.11636363636363636,5,0.015,128,0.1955
169,0.11636363636363636,5,0.015,160,0.211
170,0.11636363636363636,7,0.015,32,0.0089
171,0.11636363636363636,7,0.015,64,0.0155
172,0.11636363636363636,7,0.015,96,0.0285
173,0.11636363636363636,7,0.015,128,0.0316
174,0.11636363636363636,7,0.015,160,0.0417
175,0.11636363636363636,7,0.015,32,0.0966
176,0.11636363636363636,7,0.015,64,0.1003
177,0.11636363636363636,7,0.015,96,0.1081
178,0.11636363636363636,7,0.015,128,0.1182
179,0.11636363636363636,7,0.015,160,0.124
180,0.12363636363636364,3,0.015,32,0.1164
181,0.12363636363636364,3,0.015,64,0.2058
182,0.12363636363636364,3,0.015,96,0.2806
183,0.12363636363636364,3,0.015,128,0.3314
184,0.12363636363636364,3,0.015,160,0.3652
