,Burst_Error_Rate,Distance,Physical_Error_Rate,Number_of_Rounds,Logical_Error_Rate
0,0.0,3,0.01,128,0.2207
1,0.0,3,0.015,128,0.3574
2,0.0,3,0.02,128,0.4392
3,0.0,3,0.025,128,0.4804
4,0.0,3,0.03,128,0.4902
5,0.0,5,0.01,128,0.0464
6,0.0,5,0.015,128,0.1431
7,0.0,5,0.02,128,0.2697
8,0.0,5,0.025,128,0.3906
9,0.0,5,0.03,128,0.4489
10,0.0,7,0.01,128,0.0094
11,0.0,7,0.015,128,0.0466
12,0.0,7,0.02,128,0.1298
13,0.0,7,0.025,128,0.2605
14,0.0,7,0.03,128,0.3769
