,Burst_Error_Rate,Distance,Physical_Error_Rate,Number_of_Rounds,Logical_Error_Rate
58,0.1125,7,0.005,160,0.0697
59,0.1125,7,0.005,192,0.0675
60,0.125,3,0.005,64,0.0113
61,0.125,3,0.005,96,0.0186
62,0.125,3,0.005,128,0.0226
63,0.125,3,0.005,160,0.0335
64,0.125,3,0.005,192,0.0342
65,0.125,3,0.005,64,0.1083
66,0.125,3,0.005,96,0.1106
67,0.125,3,0.005,128,0.1196
68,0.125,3,0.005,160,0.1302
69,0.125,3,0.005,192,0.1377
70,0.125,5,0.005,64,0.0008
71,0.125,5,0.005,96,0.0012
72,0.125,5,0.005,128,0.0016
73,0.125,5,0.005,160,0.0017
74,0.125,5,0.005,192,0.002
75,0.125,5,0.005,64,0.0955
76,0.125,5,0.005,96,0.098
77,0.125,5,0.005,128,0.0939
78,0.125,5,0.005,160,0.0995
79,0.125,5,0.005,192,0.0981
80,0.125,7,0.005,64,0.0
81,0.125,7,0.005,96,0.0
82,0.125,7,0.005,128,0.0001
83,0.125,7,0.005,160,0.0001
84,0.125,7,0.005,192,0.0
85,0.125,7,0.005,64,0.0925
86,0.125,7,0.005,96,0.093
87,0.125,7,0.005,128,0.0922
88,0.125,7,0.005,160,0.0952
89,0.125,7,0.005,192,0.0896
90,0.1375,3,0.005,64,0.0123
91,0.1375,3,0.005,96,0.0171
92,0.1375,3,0.005,128,0.0245
93,0.1375,3,0.005,160,0.0329
94,0.1375,3,0.005,192,0.0362
95,0.1375,3,0.005,64,0.1192
96,0.1375,3,0.005,96,0.1275
97,0.1375,3,0.005,128,0.127
98,0.1375,3,0.005,160,0.1408
99,0.1375,3,0.005,192,0.1409
100,0.1375,5,0.005,64,0.0006
101,0.1375,5,0.005,96,0.0013
102,0.1375,5,0.005,128,0.002
103,0.1375,5,0.005,160,0.002
104,0.1375,5,0.005,192,0.0022
105,0.1375,5,0.005,64,0.1166
106,0.1375,5,0.005,96,0.1147
107,0.1375,5,0.005,128,0.1186
108,0.1375,5,0.005,160,0.1155
109,0.1375,5,0.005,192,0.1238
110,0.1375,7,0.005,64,0.0
111,0.1375,7,0.005,96,0.0001
112,0.1375,7,0.005,128,0.0003
113,0.1375,7,0.005,160,0.0
114,0.1375,7,0.005,192,0.0003
115,0.1375,7,0.005,64,0.1173
116,0.1375,7,0.005,96,0.117
117,0.1375,7,0.005,128,0.1131
118,0.1375,7,0.005,160,0.1184
119,0.1375,7,0.005,192,0.1172
120,0.15,3,0.005,64,0.0135
121,0.15,3,0.005,96,0.018
122,0.15,3,0.005,128,0.0249
123,0.15,3,0.005,160,0.0299
124,0.15,3,0.005,192,0.0346
125,0.15,3,0.005,64,0.1366
126,0.15,3,0.005,96,0.1427
127,0.15,3,0.005,128,0.1471
128,0.15,3,0.005,160,0.155
129,0.15,3,0.005,192,0.155
130,0.15,5,0.005,64,0.0006
131,0.15,5,0.005,96,0.0019
132,0.15,5,0.005,128,0.0019
133,0.15,5,0.005,160,0.0017
134,0.15,5,0.005,192,0.0022
135,0.15,5,0.005,64,0.1421
136,0.15,5,0.005,96,0.1382
137,0.15,5,0.005,128,0.1357
138,0.15,5,0.005,160,0.1373
139,0.15,5,0.005,192,0.1403
140,0.15,7,0.005,64,0.0
141,0.15,7,0.005,96,0.0001
142,0.15,7,0.005,128,0.0
143,0.15,7,0.005,160,0.0003
144,0.15,7,0.005,192,0.0
145,0.15,7,0.005,64,0.1429
146,0.15,7,0.005,96,0.1388
147,0.15,7,0.005,128,0.1463
148,0.15,7,0.005,160,0.1426
149,0.15,7,0.005,192,0.1516
