,Burst_Error_Rate,Distance,Physical_Error_Rate,Number_of_Rounds,Logical_Error_Rate
0,0.11,3,0.0075,64,0.06464
1,0.11,3,0.0075,96,0.09627
2,0.11,3,0.0075,128,0.12136
3,0.11,3,0.0075,160,0.1472
4,0.11,3,0.0075,192,0.17115
5,0.11,3,0.0075,64,0.14184
6,0.11,3,0.0075,96,0.16498
7,0.11,3,0.0075,128,0.18732
8,0.11,3,0.0075,160,0.21243
9,0.11,3,0.0075,192,0.22813
10,0.11,5,0.0075,64,0.0091
11,0.11,5,0.0075,96,0.01292
12,0.11,5,0.0075,128,0.01878
13,0.11,5,0.0075,160,0.02247
14,0.11,5,0.0075,192,0.0272
15,0.11,5,0.0075,64,0.09134
16,0.11,5,0.0075,96,0.09405
17,0.11,5,0.0075,128,0.09813
18,0.11,5,0.0075,160,0.10297
19,0.11,5,0.0075,192,0.10545
20,0.11,7,0.0075,64,0.00115
21,0.11,7,0.0075,96,0.00184
22,0.11,7,0.0075,128,0.00204
23,0.11,7,0.0075,160,0.00291
24,0.11,7,0.0075,192,0.00343
25,0.11,7,0.0075,64,0.07622
26,0.11,7,0.0075,96,0.07912
27,0.11,7,0.0075,128,0.07801
28,0.11,7,0.0075,160,0.0802
29,0.11,7,0.0075,192,0.07928
30,0.11333333333333334,3,0.0075,64,0.06559
31,0.11333333333333334,3,0.0075,96,0.09509
32,0.11333333333333334,3,0.0075,128,0.12158
33,0.11333333333333334,3,0.0075,160,0.14709
34,0.11333333333333334,3,0.0075,192,0.17326
35,0.11333333333333334,3,0.0075,64,0.14634
36,0.11333333333333334,3,0.0075,96,0.16847
37,0.11333333333333334,3,0.0075,128,0.19138
38,0.11333333333333334,3,0.0075,160,0.21355
39,0.11333333333333334,3,0.0075,192,0.22956
40,0.11333333333333334,5,0.0075,64,0.00926
41,0.11333333333333334,5,0.0075,96,0.01388
42,0.11333333333333334,5,0.0075,128,0.01886
43,0.11333333333333334,5,0.0075,160,0.02247
44,0.11333333333333334,5,0.0075,192,0.02743
45,0.11333333333333334,5,0.0075,64,0.09563
46,0.11333333333333334,5,0.0075,96,0.09928
47,0.11333333333333334,5,0.0075,128,0.10276
48,0.11333333333333334,5,0.0075,160,0.10742
49,0.11333333333333334,5,0.0075,192,0.11023
50,0.11333333333333334,7,0.0075,64,0.00112
51,0.11333333333333334,7,0.0075,96,0.00153
52,0.11333333333333334,7,0.0075,128,0.00216
53,0.11333333333333334,7,0.0075,160,0.00283
54,0.11333333333333334,7,0.0075,192,0.00324
55,0.11333333333333334,7,0.0075,64,0.08223
56,0.11333333333333334,7,0.0075,96,0.0832
57,0.11333333333333334,7,0.0075,128,0.08414
58,0.11333333333333334,7,0.0075,160,0.08369
59,0.11333333333333334,7,0.0075,192,0.08528
60,0.11666666666666667,3,0.0075,64,0.06594
61,0.11666666666666667,3,0.0075,96,0.09471
62,0.11666666666666667,3,0.0075,128,0.11938
63,0.11666666666666667,3,0.0075,160,0.14721
64,0.11666666666666667,3,0.0075,192,0.17114
65,0.11666666666666667,3,0.0075,64,0.14938
66,0.11666666666666667,3,0.0075,96,0.17119
67,0.11666666666666667,3,0.0075,128,0.19579
68,0.11666666666666667,3,0.0075,160,0.21511
69,0.11666666666666667,3,0.0075,192,0.23374
70,0.11666666666666667,5,0.0075,64,0.00927
71,0.11666666666666667,5,0.0075,96,0.01438
72,0.11666666666666667,5,0.0075,128,0.01861
73,0.11666666666666667,5,0.0075,160,0.02292
74,0.11666666666666667,5,0.0075,192,0.02644
75,0.11666666666666667,5,0.0075,64,0.10194
76,0.11666666666666667,5,0.0075,96,0.10531
77,0.11666666666666667,5,0.0075,128,0.10884
78,0.11666666666666667,5,0.0075,160,0.11002
79,0.11666666666666667,5,0.0075,192,0.11567
80,0.11666666666666667,7,0.0075,64,0.00115
81,0.11666666666666667,7,0.0075,96,0.00182
82,0.11666666666666667,7,0.0075,128,0.00217
83,0.11666666666666667,7,0.0075,160,0.00253
84,0.11666666666666667,7,0.0075,192,0.00334
85,0.11666666666666667,7,0.0075,64,0.08899
86,0.11666666666666667,7,0.0075,96,0.09003
87,0.11666666666666667,7,0.0075,128,0.09071
88,0.11666666666666667,7,0.0075,160,0.08979
89,0.11666666666666667,7,0.0075,192,0.08988
90,0.12000000000000001,3,0.0075,64,0.06591
91,0.12000000000000001,3,0.0075,96,0.09605
92,0.12000000000000001,3,0.0075,128,0.12243
93,0.12000000000000001,3,0.0075,160,0.14798
94,0.12000000000000001,3,0.0075,192,0.17117
95,0.12000000000000001,3,0.0075,64,0.15293
96,0.12000000000000001,3,0.0075,96,0.17743
97,0.12000000000000001,3,0.0075,128,0.19859
98,0.12000000000000001,3,0.0075,160,0.21831
99,0.12000000000000001,3,0.0075,192,0.23665
100,0.12000000000000001,5,0.0075,64,0.0095
101,0.12000000000000001,5,0.0075,96,0.01414
102,0.12000000000000001,5,0.0075,128,0.01857
103,0.12000000000000001,5,0.0075,160,0.02317
104,0.12000000000000001,5,0.0075,192,0.02839
105,0.12000000000000001,5,0.0075,64,0.10525
106,0.12000000000000001,5,0.0075,96,0.10934
107,0.12000000000000001,5,0.0075,128,0.11135
108,0.12000000000000001,5,0.0075,160,0.11755
109,0.12000000000000001,5,0.0075,192,0.12065
110,0.12000000000000001,7,0.0075,64,0.00104
111,0.12000000000000001,7,0.0075,96,0.00172
112,0.12000000000000001,7,0.0075,128,0.00208
113,0.12000000000000001,7,0.0075,160,0.00283
