,Burst_Error_Rate,Distance,Physical_Error_Rate,Number_of_Rounds,Logical_Error_Rate
0,0.1,3,0.015,64,0.20725
1,0.1,3,0.015,96,0.27561
2,0.1,3,0.015,128,0.32752
3,0.1,3,0.015,160,0.36886
4,0.1,3,0.015,192,0.39593
5,0.1,3,0.015,64,0.26138
6,0.1,3,0.015,96,0.31413
7,0.1,3,0.015,128,0.35763
8,0.1,3,0.015,160,0.39082
9,0.1,3,0.015,192,0.41742
10,0.1,5,0.015,64,0.06605
11,0.1,5,0.015,96,0.09648
12,0.1,5,0.015,128,0.12509
13,0.1,5,0.015,160,0.14932
14,0.1,5,0.015,192,0.17441
15,0.1,5,0.015,64,0.14336
16,0.1,5,0.015,96,0.16758
17,0.1,5,0.015,128,0.18917
18,0.1,5,0.015,160,0.21238
19,0.1,5,0.015,192,0.23129
20,0.1,7,0.015,64,0.01806
21,0.1,7,0.015,96,0.02535
22,0.1,7,0.015,128,0.03436
23,0.1,7,0.015,160,0.0417
24,0.1,7,0.015,192,0.04968
25,0.1,7,0.015,64,0.09806
26,0.1,7,0.015,96,0.10692
27,0.1,7,0.015,128,0.11213
28,0.1,7,0.015,160,0.11716
29,0.1,7,0.015,192,0.12465
30,0.10333333333333333,3,0.015,64,0.20658
31,0.10333333333333333,3,0.015,96,0.27467
32,0.10333333333333333,3,0.015,128,0.32866
33,0.10333333333333333,3,0.015,160,0.36797
34,0.10333333333333333,3,0.015,192,0.39733
35,0.10333333333333333,3,0.015,64,0.26139
36,0.10333333333333333,3,0.015,96,0.319
37,0.10333333333333333,3,0.015,128,0.36165
38,0.10333333333333333,3,0.015,160,0.39391
39,0.10333333333333333,3,0.015,192,0.41563
40,0.10333333333333333,5,0.015,64,0.06646
41,0.10333333333333333,5,0.015,96,0.09772
42,0.10333333333333333,5,0.015,128,0.12444
43,0.10333333333333333,5,0.015,160,0.14776
44,0.10333333333333333,5,0.015,192,0.17329
45,0.10333333333333333,5,0.015,64,0.14755
46,0.10333333333333333,5,0.015,96,0.17488
47,0.10333333333333333,5,0.015,128,0.1946
48,0.10333333333333333,5,0.015,160,0.21812
49,0.10333333333333333,5,0.015,192,0.23859
50,0.10333333333333333,7,0.015,64,0.01784
51,0.10333333333333333,7,0.015,96,0.02588
52,0.10333333333333333,7,0.015,128,0.03467
53,0.10333333333333333,7,0.015,160,0.04219
54,0.10333333333333333,7,0.015,192,0.05106
55,0.10333333333333333,7,0.015,64,0.10196
56,0.10333333333333333,7,0.015,96,0.11001
57,0.10333333333333333,7,0.015,128,0.116
58,0.10333333333333333,7,0.015,160,0.12411
59,0.10333333333333333,7,0.015,192,0.13097
60,0.10666666666666667,3,0.015,64,0.20693
61,0.10666666666666667,3,0.015,96,0.27216
62,0.10666666666666667,3,0.015,128,0.32697
63,0.10666666666666667,3,0.015,160,0.36775
64,0.10666666666666667,3,0.015,192,0.40189
65,0.10666666666666667,3,0.015,64,0.26632
66,0.10666666666666667,3,0.015,96,0.31757
67,0.10666666666666667,3,0.015,128,0.36263
68,0.10666666666666667,3,0.015,160,0.39359
69,0.10666666666666667,3,0.015,192,0.41848
70,0.10666666666666667,5,0.015,64,0.06693
71,0.10666666666666667,5,0.015,96,0.09696
72,0.10666666666666667,5,0.015,128,0.12374
73,0.10666666666666667,5,0.015,160,0.1531
74,0.10666666666666667,5,0.015,192,0.17121
75,0.10666666666666667,5,0.015,64,0.15233
76,0.10666666666666667,5,0.015,96,0.17409
77,0.10666666666666667,5,0.015,128,0.19943
78,0.10666666666666667,5,0.015,160,0.21829
79,0.10666666666666667,5,0.015,192,0.23888
80,0.10666666666666667,7,0.015,64,0.01789
81,0.10666666666666667,7,0.015,96,0.02654
82,0.10666666666666667,7,0.015,128,0.03441
83,0.10666666666666667,7,0.015,160,0.04239
84,0.10666666666666667,7,0.015,192,0.05059
85,0.10666666666666667,7,0.015,64,0.10945
86,0.10666666666666667,7,0.015,96,0.11684
87,0.10666666666666667,7,0.015,128,0.12201
88,0.10666666666666667,7,0.015,160,0.12939
89,0.10666666666666667,7,0.015,192,0.13563
90,0.11,3,0.015,64,0.20767
91,0.11,3,0.015,96,0.27705
